"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"MBINO","Merchants Bancorp","23.97","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mbino",
"MBINP","Merchants Bancorp","25.22","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mbinp",
"MFH","Mercurity Fintech Holding Inc.","3.48","5999426.04","1723973","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/mfh",
"MRCY","Mercury Systems Inc","77.43","4305009818.76","n/a","1998","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mrcy",
"MREO","Mereo BioPharma Group plc","2.85","23224017.3","8148778","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mreo",
"MCMJ","Merida Merger Corp. I","9.82","160772450.8","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/mcmj",
"MCMJW","Merida Merger Corp. I","0.623","0","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/mcmjw",
"EBSB","Meridian Bancorp, Inc.","11.405","597703876.495","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ebsb",
"VIVO","Meridian Bioscience Inc.","24.49","1048976716.91","n/a","1986","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/vivo",
"MRBK","Meridian Corporation","15.02","91537001.82","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/mrbk",
"MMSI","Merit Medical Systems, Inc.","44.72","2476774089.92","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mmsi",
"SNUG","Merlyn.AI Tactical Growth & Income ETF","26.5968","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snug",
"MACK","Merrimack Pharmaceuticals, Inc.","3.32","44422406.76","n/a","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mack",
"MRSN","Mersana Therapeutics, Inc.","19.88","1354811463.6","n/a","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrsn",
"MRUS","Merus N.V.","13.69","397578723.67","n/a","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrus",
"MESA","Mesa Air Group, Inc.","3.1","109104196.2","n/a","2018","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/mesa",
"MLAB","Mesa Laboratories, Inc.","236.94","1209103635.3","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mlab",
"MESO","Mesoblast Limited","13.42","133730447.62","9965011","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/meso",
"CASH","Meta Financial Group, Inc.","18.66","645784570.92","n/a","1993","Finance","Major Banks","https://old.nasdaq.com/symbol/cash",
"METX","Meten EdtechX Education Group Ltd.","11.71","624059179.82","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/metx",
"METXW","Meten EdtechX Education Group Ltd.","0.3723","0","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/metxw",
"MEOH","Methanex Corporation","18.5","1409627480","n/a","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/meoh",
"MCBS","MetroCity Bankshares, Inc.","13.48","344142930.68","n/a","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/mcbs",
"MGEE","MGE Energy Inc.","66.33","2398716332.1","n/a","n/a","Energy","Electric Utilities: Central","https://old.nasdaq.com/symbol/mgee",
"MGPI","MGP Ingredients, Inc.","36.27","612800582.94","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/mgpi",
"MBOT","Microbot Medical Inc. ","6.71","47662874.6","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/mbot",
"MCHP","Microchip Technology Incorporated","101.73","25681689364.41","n/a","1993","Technology","Semiconductors","https://old.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","50.055","55611028515.96","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/mu",
"MSFT","Microsoft Corporation","205.01","1552130710000","n/a","1986","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","123.92","1200311053.84","n/a","1998","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mstr",
"MVIS","Microvision, Inc.","2.02","287956308.56","n/a","1996","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mvis",
"MICT","MICT, Inc.","3.07","34100681.98","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mict",
"MPB","Mid Penn Bancorp","19.22","161609467.22","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mpb",
"MTP","Midatech Pharma PLC","2.04","2036070.96","998074","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mtp",
"MCEP","Mid-Con Energy Partners, LP","3.72","53238861.84","n/a","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mcep",
"MBCN","Middlefield Banc Corp.","17.64","112357397.88","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mbcn",
"MSEX","Middlesex Water Company","64.06","1117192306.8","n/a","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/msex",
"MSBI","Midland States Bancorp, Inc.","14.09","323186500.64","n/a","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/msbi",
"MSVB","Mid-Southern Bancorp, Inc.","12.55","43876406.4","n/a","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/msvb",
"MOFG","MidWestOne Financial Group, Inc.","18.08","290903258.56","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mofg",
"MIST","Milestone Pharmaceuticals Inc.","8.7","214239135.6","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mist",
"MLND","Millendo Therapeutics, Inc. ","1.73","32869482.73","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mlnd",
"TIGO","Millicom International Cellular S.A.","29.75","3006814650","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tigo",
"MIME","Mimecast Limited","46.93","2969223133.63","n/a","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mime",
"MNDO","MIND C.T.I. Ltd.","2.05","40787468.3","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mndo",
"NERV","Minerva Neurosciences, Inc","3.485","136678681.99","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nerv",
"MGEN","Miragen Therapeutics, Inc.","1.11","58915856.28","n/a","2014","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/mgen",
"MRTX","Mirati Therapeutics, Inc.","121.31","5294263668.54","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrtx",
"MIRM","Mirum Pharmaceuticals, Inc.","22.08","560610912.96","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mirm",
"MSON","MISONIX, Inc.","12.43","215805744.55","n/a","1992","Capital Goods","Medical Specialities","https://old.nasdaq.com/symbol/mson",
"MIND","Mitcham Industries, Inc.","2.28","27775491.24","n/a","1994","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/mind",
"MINDP","Mitcham Industries, Inc.","17.2","0","n/a","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/mindp",
"MITK","Mitek Systems, Inc.","10.26","422296110.9","n/a","n/a","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/mitk",
"MKSI","MKS Instruments, Inc.","127.44","7004651538.96","n/a","1999","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mksi",
"MMAC","MMA Capital Holdings, Inc.","24.78","141262007.88","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/mmac",
"MTC","MMTec, Inc.","1.29","25890300","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/mtc",
"MOBL","MobileIron, Inc.","6.23","718753598.57","n/a","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mobl",
"MRNA","Moderna, Inc.","74.1","27507688396.5","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/mrna",
"MOGO","Mogo Inc.","1.98","56172600","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mogo",
"MWK","Mohawk Group Holdings, Inc.","7.8","138559153.2","n/a","2019","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/mwk",
"MKD","Molecular Data Inc.","2.2","25670891.4","11668587","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mkd",
"MTEM","Molecular Templates, Inc.","10.97","501661906.59","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mtem",
"MBRX","Moleculin Biotech, Inc.","1.15","69463638.6","n/a","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mbrx",
"MNTA","Momenta Pharmaceuticals, Inc.","29.49","3469186082.94","n/a","2004","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/mnta",
"MOMO","Momo Inc.","18.47","2930363741.93","158655319","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/momo",
"MKGI","Monaker Group, Inc.","2.31","30912048.09","n/a","n/a","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/mkgi",
"MCRI","Monarch Casino & Resort, Inc.","36.19","658280248.78","n/a","1993","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mcri",
"MDLZ","Mondelez International, Inc.","55.49","79209980800.38","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/mdlz",
"MGI","Moneygram International, Inc.","3.48","220767229.32","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mgi",
"MDB","MongoDB, Inc.","229.08","13315395267","n/a","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mdb",
"MNCL","Monocle Acquisition Corporation","10.3","229484000","n/a","2019","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/mncl",
"MNCLU","Monocle Acquisition Corporation","11","0","n/a","2019","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/mnclu",
"MNCLW","Monocle Acquisition Corporation","0.32","0","n/a","2019","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/mnclw",
"MPWR","Monolithic Power Systems, Inc.","265.01","11901864110","n/a","2004","Technology","Semiconductors","https://old.nasdaq.com/symbol/mpwr",
"MNPR","Monopar Therapeutics Inc.","7.34","78054110.5","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnpr",
"MNRO","Monro, Inc. ","56.3","1873996226.3","n/a","1991","Consumer Services","Automotive Aftermarket","https://old.nasdaq.com/symbol/mnro",
"MRCC","Monroe Capital Corporation","6.33","129945810.12","n/a","2012","n/a","n/a","https://old.nasdaq.com/symbol/mrcc",
"MRCCL","Monroe Capital Corporation","22.95","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mrccl",
"MNST","Monster Beverage Corporation","78.48","41324710700.16","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/mnst",
"MORN","Morningstar, Inc.","168.04","7190956388.92","n/a","2005","Finance","Investment Managers","https://old.nasdaq.com/symbol/morn",
"MORF","Morphic Holding, Inc.","22.51","689866536.14","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/morf",
"MOR","MorphoSys AG","32.16","328118446.08","10202688","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mor",
"MOSY","MoSys, Inc.","1.91","6747097.92","n/a","2001","Technology","Semiconductors","https://old.nasdaq.com/symbol/mosy",
"MPAA","Motorcar Parts of America, Inc.","16.645","316563698.17","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mpaa",
"MOTS","Motus GI Holdings, Inc.","1.22","35205629.06","n/a","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mots",
"MCACU","Mountain Crest Acquisition Corp","10.1","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mcacu",
"MOXC","Moxian, Inc.","0.89","14410460.81","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/moxc",
"COOP","Mr. Cooper Group Inc.","16.33","1501870638.89","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/coop",
"MTBC","MTBC, Inc.","10.87","134791195.78","n/a","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mtbc",
"MTBCP","MTBC, Inc.","25.39","0","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mtbcp",
"MTSC","MTS Systems Corporation","18.55","356826742.65","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mtsc",
"GRIL","Muscle Maker, Inc","2.12","16929565.28","n/a","2020","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/gril",
"MBIO","Mustang Bio, Inc.","3.08","132388329.92","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mbio",
"MVBF","MVB Financial Corp.","13.22","157975919.74","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mvbf",
"MYSZ","My Size, Inc.","1.4","10004617","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mysz",
"MYL","Mylan N.V.","16.11","8328019939.74","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myl",
"MYOK","MyoKardia, Inc.","90.13","4207341225.04","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myok",
"MYOS","MYOS RENS Technology Inc.","1.18","13979218.1","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myos",
"MYRG","MYR Group, Inc.","36.67","611868322.67","n/a","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/myrg",
"MYGN","Myriad Genetics, Inc.","12.07","899875241.07","n/a","1995","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/mygn",
"NBRV","Nabriva Therapeutics plc","0.76","108653767.08","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nbrv",
"NAKD","Naked Brand Group Limited","0.4529","3246821.0782","n/a","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/nakd",
"NNDM","Nano Dimension Ltd.","2.29","12366050.38","5400022","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/nndm",
"NSTG","NanoString Technologies, Inc.","36.11","1362393973.34","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/nstg",
"NAOV","NanoVibronix, Inc.","1.46","6736095.44","n/a","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/naov",
"NH","NantHealth, Inc.","4.5","497788551","n/a","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/nh",
"NK","NantKwest, Inc.","11.18","1196600520.44","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/nk",
"NSSC","NAPCO Security Technologies, Inc.","26.38","483966873.26","n/a","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/nssc",
"NDAQ","Nasdaq, Inc.","131.31","21544142000.4","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ndaq",
"NTRA","Natera, Inc.","48.02","3780389866.4","n/a","2015","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/ntra",
"NATH","Nathan&#39;s Famous, Inc.","50.93","209562231.23","n/a","1993","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/nath",
"NKSH","National Bankshares, Inc.","25.08","162758515.92","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/nksh",
"FIZZ","National Beverage Corp.","64.15","2991034036.2","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/fizz",
"NCMI","National CineMedia, Inc.","2.47","196986177.83","n/a","2007","Consumer Services","Advertising","https://old.nasdaq.com/symbol/ncmi",
"NESR","National Energy Services Reunited Corp.","6.69","585343028.49","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nesr",
"NESRW","National Energy Services Reunited Corp.","0.8","0","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nesrw",
"NGHC","National General Holdings Corp","33.99","3854518514.55","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghc",
"NGHCN","National General Holdings Corp","25.97","0","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghcn",
"NGHCO","National General Holdings Corp","25.32","0","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghco",
"NGHCP","National General Holdings Corp","25.32","0","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghcp",
"NGHCZ","National General Holdings Corp","25.59","0","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghcz",
"NHLD","National Holdings Corporation","2.33","31400289.27","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/nhld",
"NHLDW","National Holdings Corporation","0.14","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/nhldw",
"NATI","National Instruments Corporation","35.5","4636125127","n/a","1995","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/nati",
"NRC","National Research Corporation","57.19","1440264438.69","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/nrc",
"NSEC","National Security Group, Inc.","15.14","38302171.24","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/nsec",
"EYE","National Vision Holdings, Inc.","31.99","2568100513.72","n/a","2017","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/eye",
"NWLI","National Western Life Group, Inc.","194.79","708260335.8","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/nwli",
"NAII","Natural Alternatives International, Inc.","6.81","46228772.46","n/a","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/naii",
"NHTC","Natural Health Trends Corp.","5.28","60311005.92","n/a","n/a","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/nhtc",
"NATR","Nature&#39;s Sunshine Products, Inc.","9.51","185184064.62","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/natr",
"NTUS","Natus Medical Incorporated","18.58","628041940.36","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/ntus",
"JSM","Navient Corporation","21.9","0","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jsm",
"NAVI","Navient Corporation","7.96","1544240000","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/navi",
"NMCI","Navios Maritime Containers L.P.","0.91","31488821","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nmci",
"NBTB","NBT Bancorp Inc.","29.79","1298469986.55","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/nbtb",
"NCNO","nCino, Inc.","79.1","7090771345.7","n/a","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ncno",
"NCSM","NCS Multistage Holdings, Inc.","0.575","27120501.175","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/ncsm",
"NKTR","Nektar Therapeutics","22.16","3944255231.12","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nktr",
"NMRD","Nemaura Medical Inc.","6.34","135040167.74","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nmrd",
"NEOG","Neogen Corporation","76.77","4064664420","n/a","1989","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/neog",
"NEO","NeoGenomics, Inc.","38.23","4195178301.66","n/a","n/a","Health Care","Precision Instruments","https://old.nasdaq.com/symbol/neo",
"NLTX","Neoleukin Therapeutics, Inc.","9.68","372535206.56","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nltx",
"NEON","Neonode Inc.","9.24","84741462.96","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/neon",
"NEOS","Neos Therapeutics, Inc.","0.6716","33413003.302","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/neos",
"NVCN","Neovasc Inc.","2.56","45090188.8","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvcn",
"NEPH","Nephros, Inc.","8.11","73226503.82","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/neph",
"NEPT","Neptune Wellness Solutions Inc.","2.79","309665690.73","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nept",
"UEPS","Net 1 UEPS Technologies, Inc.","3.14","179353424.5","n/a","2005","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ueps",
"NETE","Net Element, Inc.","14.68","61592435.6","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/nete",
"NTAP","NetApp, Inc.","44.3","9826462090","n/a","1995","Technology","Electronic Components","https://old.nasdaq.com/symbol/ntap",
"NTES","NetEase, Inc.","458.42","33958198639.36","74076608","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ntes",
"NFIN","Netfin Acquisition Corp.","10.39","335659340","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/nfin",
"NFINU","Netfin Acquisition Corp.","11","0","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/nfinu",
"NFINW","Netfin Acquisition Corp.","0.89","0","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/nfinw",
"NFLX","Netflix, Inc.","488.88","215603629773.84","n/a","2002","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/nflx",
"NTGR","NETGEAR, Inc.","30.75","904634865","n/a","2003","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ntgr",
"NTCT","NetScout Systems, Inc.","25.46","1844708169.92","n/a","1999","Technology","EDP Services","https://old.nasdaq.com/symbol/ntct",
"NTWK","NetSol Technologies Inc.","3.07","36958799.79","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ntwk",
"NBSE","NeuBase Therapeutics, Inc. ","7.435","171898657.26","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nbse",
"NRBO","NeuroBo Pharmaceuticals, Inc.","6.41","105299037.87","n/a","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nrbo",
"NBIX","Neurocrine Biosciences, Inc.","120.36","11177245963.56","n/a","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/nbix",
"NURO","NeuroMetrix, Inc.","1.98","7493620.86","n/a","2004","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nuro",
"STIM","Neuronetics, Inc.","2.67","50006424.66","n/a","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/stim",
"NTRP","Neurotrope, Inc.","1.14","26988461.46","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ntrp",
"NBEV","New Age Beverages Corporation","2.27","210184736.65","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/nbev",
"NFE","New Fortress Energy LLC","21.6","3641307847.2","n/a","2019","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/nfe",
"NPA","New Providence Acquisition Corp.","10.18","292675000","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/npa",
"NPAUU","New Providence Acquisition Corp.","10.8","0","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/npauu",
"NPAWW","New Providence Acquisition Corp.","0.86","0","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/npaww",
"NYMT","New York Mortgage Trust, Inc.","2.62","988959361.1","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymt",
"NYMTM","New York Mortgage Trust, Inc.","19.29","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymtm",
"NYMTN","New York Mortgage Trust, Inc.","19.9","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymtn",
"NYMTO","New York Mortgage Trust, Inc.","20.11","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymto",
"NYMTP","New York Mortgage Trust, Inc.","20.08","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymtp",
"NEWA","Newater Technology, Inc.","3.17","34264530","n/a","2017","Basic Industries","Miscellaneous","https://old.nasdaq.com/symbol/newa",
"NBAC","Newborn Acquisition Corp.","9.94","74152400","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nbac",
"NBACR","Newborn Acquisition Corp.","0.193","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nbacr",
"NBACU","Newborn Acquisition Corp.","10.11","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nbacu",
"NBACW","Newborn Acquisition Corp.","0.1179","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nbacw",
"NWL","Newell Brands Inc.","16.4","6955240000","n/a","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/nwl",
"NWGI","Newgioco Group, Inc.","2.6899","33619292.8357","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/nwgi",
"NHIC","NewHold Investment Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nhic",
"NHICU","NewHold Investment Corp.","9.91","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nhicu",
"NMRK","Newmark Group, Inc.","4.07","725380393.87","n/a","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/nmrk",
"NWS","News Corporation","12.76","7509095472.56","n/a","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/nws",
"NWSA","News Corporation","12.72","7485555988.32","n/a","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/nwsa",
"NEWT","Newtek Business Services Corp.","18.73","391487661.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/newt",
"NEWTI","Newtek Business Services Corp.","24.6999","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/newti",
"NEWTL","Newtek Business Services Corp.","24.43","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/newtl",
"NXMD","Nexeon Medsystems, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nxmd",
